Filename,Broker,Source,DownloadedAt,SizeKB
mStock__COMM_CONTRACT_20260201_MA1749301_7525012.pdf,mStock,reports@mstock.com,2026-03-19T00:35:20.697121,128.7
mStock__COMM_CONTRACT_20260201_MA1749301_7525012_1773860720.pdf,mStock,reports@mstock.com,2026-03-19T00:35:20.710450,128.7
mStock__MA1749301_20260201_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:21.292638,44.5
mStock__MA1749301_20260201_COMBINED_MARGIN_STATEMENT_1773860721.pdf,mStock,reports@mstock.com,2026-03-19T00:35:21.305054,44.5
mStock__COMM_CONTRACT_20260202_MA1749301_7560407.pdf,mStock,reports@mstock.com,2026-03-19T00:35:22.396948,73.4
mStock__COMM_CONTRACT_20260202_MA1749301_7560407_1773860722.pdf,mStock,reports@mstock.com,2026-03-19T00:35:22.409740,73.4
mStock__TRANSACTION_1209290007874515_20260131.pdf,mStock,reports@mstock.com,2026-03-19T00:35:25.867830,62.2
mStock__TRANSACTION_1209290007874515_20260131_1773860725.pdf,mStock,reports@mstock.com,2026-03-19T00:35:25.881189,62.2
mStock__MA1749301_20260202_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:26.449925,43.8
mStock__MA1749301_20260202_COMBINED_MARGIN_STATEMENT_1773860726.pdf,mStock,reports@mstock.com,2026-03-19T00:35:26.463548,43.8
mStock__COMM_CONTRACT_20260203_MA1749301_7597246.pdf,mStock,reports@mstock.com,2026-03-19T00:35:27.968853,88.3
mStock__COMM_CONTRACT_20260203_MA1749301_7597246_1773860727.pdf,mStock,reports@mstock.com,2026-03-19T00:35:27.982094,88.3
mStock__MA1749301_20260203_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:28.537050,44.5
mStock__MA1749301_20260203_COMBINED_MARGIN_STATEMENT_1773860728.pdf,mStock,reports@mstock.com,2026-03-19T00:35:28.550260,44.5
mStock__COMM_CONTRACT_20260204_MA1749301_7636268.pdf,mStock,reports@mstock.com,2026-03-19T00:35:29.294258,81.3
mStock__COMM_CONTRACT_20260204_MA1749301_7636268_1773860729.pdf,mStock,reports@mstock.com,2026-03-19T00:35:29.306543,81.3
mStock__MA1749301_20260204_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:29.883126,44.5
mStock__MA1749301_20260204_COMBINED_MARGIN_STATEMENT_1773860729.pdf,mStock,reports@mstock.com,2026-03-19T00:35:29.897504,44.5
mStock__COMM_CONTRACT_20260205_MA1749301_7671657.pdf,mStock,reports@mstock.com,2026-03-19T00:35:30.717095,84.4
mStock__COMM_CONTRACT_20260205_MA1749301_7671657_1773860730.pdf,mStock,reports@mstock.com,2026-03-19T00:35:30.736523,84.4
mStock__MA1749301_20260205_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:31.353169,43.8
mStock__MA1749301_20260205_COMBINED_MARGIN_STATEMENT_1773860731.pdf,mStock,reports@mstock.com,2026-03-19T00:35:31.375516,43.8
mStock__COMM_CONTRACT_20260206_MA1749301_7706004.pdf,mStock,reports@mstock.com,2026-03-19T00:35:35.106988,81.5
mStock__COMM_CONTRACT_20260206_MA1749301_7706004_1773860735.pdf,mStock,reports@mstock.com,2026-03-19T00:35:35.130990,81.5
mStock__MA1749301_20260206_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:36.525747,44.5
mStock__MA1749301_20260206_COMBINED_MARGIN_STATEMENT_1773860736.pdf,mStock,reports@mstock.com,2026-03-19T00:35:36.548798,44.5
mStock__COMM_CONTRACT_20260209_MA1749301_7738315.pdf,mStock,reports@mstock.com,2026-03-19T00:35:37.868630,90.9
mStock__COMM_CONTRACT_20260209_MA1749301_7738315_1773860737.pdf,mStock,reports@mstock.com,2026-03-19T00:35:37.881929,90.9
mStock__MA1749301_20260209_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:38.511429,44.5
mStock__MA1749301_20260209_COMBINED_MARGIN_STATEMENT_1773860738.pdf,mStock,reports@mstock.com,2026-03-19T00:35:38.525081,44.5
mStock__COMM_CONTRACT_20260210_MA1749301_7773251.pdf,mStock,reports@mstock.com,2026-03-19T00:35:39.945323,76.5
mStock__COMM_CONTRACT_20260210_MA1749301_7773251_1773860739.pdf,mStock,reports@mstock.com,2026-03-19T00:35:39.962810,76.5
mStock__MA1749301_20260210_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:40.517993,43.8
mStock__MA1749301_20260210_COMBINED_MARGIN_STATEMENT_1773860740.pdf,mStock,reports@mstock.com,2026-03-19T00:35:40.537983,43.8
mStock__COMM_CONTRACT_20260211_MA1749301_7809279.pdf,mStock,reports@mstock.com,2026-03-19T00:35:41.216070,76.1
mStock__COMM_CONTRACT_20260211_MA1749301_7809279_1773860741.pdf,mStock,reports@mstock.com,2026-03-19T00:35:41.229301,76.1
mStock__MA1749301_20260211_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:44.342079,43.8
mStock__MA1749301_20260211_COMBINED_MARGIN_STATEMENT_1773860744.pdf,mStock,reports@mstock.com,2026-03-19T00:35:44.356440,43.8
mStock__COMM_CONTRACT_20260212_MA1749301_7842581.pdf,mStock,reports@mstock.com,2026-03-19T00:35:45.361511,81.1
mStock__COMM_CONTRACT_20260212_MA1749301_7842581_1773860745.pdf,mStock,reports@mstock.com,2026-03-19T00:35:45.375260,81.1
mStock__MA1749301_20260212_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:45.993753,44.5
mStock__MA1749301_20260212_COMBINED_MARGIN_STATEMENT_1773860746.pdf,mStock,reports@mstock.com,2026-03-19T00:35:46.006250,44.5
mStock__COMM_CONTRACT_20260216_MA1749301_7911464.pdf,mStock,reports@mstock.com,2026-03-19T00:35:52.585383,76.1
mStock__COMM_CONTRACT_20260216_MA1749301_7911464_1773860752.pdf,mStock,reports@mstock.com,2026-03-19T00:35:52.601661,76.1
mStock__MA1749301_20260216_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:53.207831,43.8
mStock__MA1749301_20260216_COMBINED_MARGIN_STATEMENT_1773860753.pdf,mStock,reports@mstock.com,2026-03-19T00:35:53.223501,43.8
mStock__COMM_CONTRACT_20260217_MA1749301_7944864.pdf,mStock,reports@mstock.com,2026-03-19T00:35:54.940270,105.6
mStock__COMM_CONTRACT_20260217_MA1749301_7944864_1773860754.pdf,mStock,reports@mstock.com,2026-03-19T00:35:54.956626,105.6
mStock__MA1749301_20260217_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:55.482760,44.5
mStock__MA1749301_20260217_COMBINED_MARGIN_STATEMENT_1773860755.pdf,mStock,reports@mstock.com,2026-03-19T00:35:55.498674,44.5
mStock__COMM_CONTRACT_20260218_MA1749301_7979558.pdf,mStock,reports@mstock.com,2026-03-19T00:35:56.740703,79.9
mStock__COMM_CONTRACT_20260218_MA1749301_7979558_1773860756.pdf,mStock,reports@mstock.com,2026-03-19T00:35:56.753806,79.9
mStock__MA1749301_20260218_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:35:57.559744,44.5
mStock__MA1749301_20260218_COMBINED_MARGIN_STATEMENT_1773860757.pdf,mStock,reports@mstock.com,2026-03-19T00:35:57.574734,44.5
mStock__COMM_CONTRACT_20260219_MA1749301_8012232.pdf,mStock,reports@mstock.com,2026-03-19T00:35:58.281101,86.5
mStock__COMM_CONTRACT_20260219_MA1749301_8012232_1773860758.pdf,mStock,reports@mstock.com,2026-03-19T00:35:58.294070,86.5
mStock__MA1749301_20260219_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:01.172059,44.5
mStock__MA1749301_20260219_COMBINED_MARGIN_STATEMENT_1773860761.pdf,mStock,reports@mstock.com,2026-03-19T00:36:01.186097,44.5
mStock__COMM_CONTRACT_20260220_MA1749301_8045526.pdf,mStock,reports@mstock.com,2026-03-19T00:36:02.433782,90.2
mStock__COMM_CONTRACT_20260220_MA1749301_8045526_1773860762.pdf,mStock,reports@mstock.com,2026-03-19T00:36:02.448891,90.2
mStock__MA1749301_20260220_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:02.997823,45.1
mStock__MA1749301_20260220_COMBINED_MARGIN_STATEMENT_1773860763.pdf,mStock,reports@mstock.com,2026-03-19T00:36:03.011599,45.1
mStock__COMM_CONTRACT_20260223_MA1749301_8077180.pdf,mStock,reports@mstock.com,2026-03-19T00:36:05.605794,73.4
mStock__COMM_CONTRACT_20260223_MA1749301_8077180_1773860765.pdf,mStock,reports@mstock.com,2026-03-19T00:36:05.619435,73.4
mStock__MA1749301_20260223_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:06.364458,43.8
mStock__MA1749301_20260223_COMBINED_MARGIN_STATEMENT_1773860766.pdf,mStock,reports@mstock.com,2026-03-19T00:36:06.378457,43.8
mStock__COMM_CONTRACT_20260224_MA1749301_8111441.pdf,mStock,reports@mstock.com,2026-03-19T00:36:10.805453,79.3
mStock__COMM_CONTRACT_20260224_MA1749301_8111441_1773860770.pdf,mStock,reports@mstock.com,2026-03-19T00:36:10.820049,79.3
mStock__MA1749301_20260224_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:11.482349,43.8
mStock__MA1749301_20260224_COMBINED_MARGIN_STATEMENT_1773860771.pdf,mStock,reports@mstock.com,2026-03-19T00:36:11.495216,43.8
mStock__COMM_CONTRACT_20260225_MA1749301_8147317.pdf,mStock,reports@mstock.com,2026-03-19T00:36:12.251752,71.7
mStock__COMM_CONTRACT_20260225_MA1749301_8147317_1773860772.pdf,mStock,reports@mstock.com,2026-03-19T00:36:12.265090,71.7
mStock__MA1749301_20260225_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:12.955007,43.8
mStock__MA1749301_20260225_COMBINED_MARGIN_STATEMENT_1773860772.pdf,mStock,reports@mstock.com,2026-03-19T00:36:12.969759,43.8
mStock__COMM_CONTRACT_20260226_MA1749301_8180412.pdf,mStock,reports@mstock.com,2026-03-19T00:36:13.792768,74.2
mStock__COMM_CONTRACT_20260226_MA1749301_8180412_1773860773.pdf,mStock,reports@mstock.com,2026-03-19T00:36:13.806371,74.2
mStock__MA1749301_20260226_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:14.415719,43.8
mStock__MA1749301_20260226_COMBINED_MARGIN_STATEMENT_1773860774.pdf,mStock,reports@mstock.com,2026-03-19T00:36:14.428987,43.8
mStock__COMM_CONTRACT_20260227_MA1749301_8213337.pdf,mStock,reports@mstock.com,2026-03-19T00:36:15.469617,73.4
mStock__COMM_CONTRACT_20260227_MA1749301_8213337_1773860775.pdf,mStock,reports@mstock.com,2026-03-19T00:36:15.483293,73.4
mStock__MA1749301_20260227_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:17.022746,43.8
mStock__MA1749301_20260227_COMBINED_MARGIN_STATEMENT_1773860777.pdf,mStock,reports@mstock.com,2026-03-19T00:36:17.036366,43.8
mStock__COMM_CONTRACT_20260302_MA1749301_8246847.pdf,mStock,reports@mstock.com,2026-03-19T00:36:22.851764,79.7
mStock__COMM_CONTRACT_20260302_MA1749301_8246847_1773860782.pdf,mStock,reports@mstock.com,2026-03-19T00:36:22.867708,79.7
mStock__MA1749301_20260302_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:23.566413,44.5
mStock__MA1749301_20260302_COMBINED_MARGIN_STATEMENT_1773860783.pdf,mStock,reports@mstock.com,2026-03-19T00:36:23.582429,44.5
mStock__COMM_CONTRACT_20260304_MA1749301_8284606.pdf,mStock,reports@mstock.com,2026-03-19T00:36:24.871773,71.3
mStock__COMM_CONTRACT_20260304_MA1749301_8284606_1773860784.pdf,mStock,reports@mstock.com,2026-03-19T00:36:24.891665,71.3
mStock__MA1749301_20260304_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:25.476023,43.8
mStock__MA1749301_20260304_COMBINED_MARGIN_STATEMENT_1773860785.pdf,mStock,reports@mstock.com,2026-03-19T00:36:25.492667,43.8
mStock__COMM_CONTRACT_20260305_MA1749301_8318615.pdf,mStock,reports@mstock.com,2026-03-19T00:36:26.245756,75.7
mStock__COMM_CONTRACT_20260305_MA1749301_8318615_1773860786.pdf,mStock,reports@mstock.com,2026-03-19T00:36:26.259842,75.7
mStock__TRANSACTION_1209290007874515_20260228.pdf,mStock,reports@mstock.com,2026-03-19T00:36:26.953151,58.8
mStock__TRANSACTION_1209290007874515_20260228_1773860786.pdf,mStock,reports@mstock.com,2026-03-19T00:36:26.968694,58.8
mStock__MA1749301_20260305_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:27.606831,43.8
mStock__MA1749301_20260305_COMBINED_MARGIN_STATEMENT_1773860787.pdf,mStock,reports@mstock.com,2026-03-19T00:36:27.620565,43.8
mStock__COMM_CONTRACT_20260306_MA1749301_8352337.pdf,mStock,reports@mstock.com,2026-03-19T00:36:28.863982,74.1
mStock__COMM_CONTRACT_20260306_MA1749301_8352337_1773860788.pdf,mStock,reports@mstock.com,2026-03-19T00:36:28.877812,74.1
mStock__MA1749301_20260306_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:31.946136,44.5
mStock__MA1749301_20260306_COMBINED_MARGIN_STATEMENT_1773860791.pdf,mStock,reports@mstock.com,2026-03-19T00:36:31.959990,44.5
mStock__COMM_CONTRACT_20260309_MA1749301_8383705.pdf,mStock,reports@mstock.com,2026-03-19T00:36:34.378662,74.1
mStock__COMM_CONTRACT_20260309_MA1749301_8383705_1773860794.pdf,mStock,reports@mstock.com,2026-03-19T00:36:34.393813,74.1
mStock__MA1749301_20260309_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:34.931594,43.8
mStock__MA1749301_20260309_COMBINED_MARGIN_STATEMENT_1773860794.pdf,mStock,reports@mstock.com,2026-03-19T00:36:34.944480,43.8
mStock__COMM_CONTRACT_20260310_MA1749301_8417526.pdf,mStock,reports@mstock.com,2026-03-19T00:36:37.181163,85.5
mStock__COMM_CONTRACT_20260310_MA1749301_8417526_1773860797.pdf,mStock,reports@mstock.com,2026-03-19T00:36:37.194962,85.5
mStock__MA1749301_20260310_COMBINED_MARGIN_STATEMENT.pdf,mStock,reports@mstock.com,2026-03-19T00:36:40.221270,43.8
mStock__MA1749301_20260310_COMBINED_MARGIN_STATEMENT_1773860800.pdf,mStock,reports@mstock.com,2026-03-19T00:36:40.234911,43.8
mStock__COMM_CONTRACT_20260311_MA1749301_8451279.pdf,mStock,reports@mstock.com,2026-03-19T00:36:41.021985,83.3
mStock__COMM_CONTRACT_20260311_MA1749301_8451279_1773860801.pdf,mStock,reports@mstock.com,2026-03-19T00:36:41.038396,83.3
